name,info,description,url
ENVIRON 243. Topics in Environmental Natural Science,(1 - 4). (NS). (BS). May be repeated for a maximum of 12 credits.,This special topics course seeks to examine environmental problems and issues from a natural science perspective. Specific natural science topics will vary by term.,[]
ENVIRON 244. Topics in Culture and Environment,(1 - 4). (HU). May be repeated for a maximum of 12 credits.,This special topics course seeks to examine environmental problems and issues from a humanities perspective. Specific topics will vary by term.,"['FA 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2310&cgtype=ug&show=20&department=ENVIRON&catalog=244', 'SP 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2280&cgtype=ug&show=20&department=ENVIRON&catalog=244', 'WN 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2270&cgtype=ug&show=20&department=ENVIRON&catalog=244', 'FA 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2260&cgtype=ug&show=20&department=ENVIRON&catalog=244', 'WN 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2220&cgtype=ug&show=20&department=ENVIRON&catalog=244', 'FA 2018 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2210&cgtype=ug&show=20&department=ENVIRON&catalog=244']"
ENVIRON 245. Interdisciplinary Environmental Topics,(1 - 4). (ID). May be repeated for a maximum of 12 credits.,This special topics course seeks to examine environmental problems and issues from an interdisciplinary perspective. Specific topics will vary by term.,['WN 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2270&cgtype=ug&show=20&department=ENVIRON&catalog=245']
"ENVIRON 250 / CMPLXSYS 250 / PUBPOL 250. Energy and Climate Change: Technology, Markets, and Policy",(3). (BS). (QR/1). May not be repeated for credit.,"This course introduces global energy problems from the perspectives of how energytechnologies shape and are shaped by choices people make as individuals, as members of groups, and as members of society at large.  We will examine the present and historical cultural, economic, and political contexts out of which today's energy choices and public policies emerged and how these choices and policies are constrained by fundamental scientific principles.","['WN 2021 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2320&cgtype=ug&show=20&department=ENVIRON&catalog=250', 'WN 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2270&cgtype=ug&show=20&department=ENVIRON&catalog=250']"
ENVIRON 255 / BIOLOGY 255. Plant Diversity,(4). (NS). (BS). May not be repeated for credit.,"This course examines plant diversity by groups, ranging from algae and nonvascular plants through primitive vascular plants and culminating in flowering plants. Using an evolutionary perspective, it treats plants as organisms and emphasizes the innovations and structural adaptations of the various plant groups as well as life history strategies. Weekly field trips allow exploration of local natural areas.",[]
"ENVIRON 256 / ANTHRCUL 256. Culture, Adaptation, and Environment",(3). (SS). May not be repeated for credit.,"This course explores anthropological approaches to human relationships with their environments and resources. Examines diverse conceptions of culture and nature, and time and space, and the impacts that contemporary global forces are having on indigenous societies and their ecosystems. Particular interest to relative strengths and weaknesses of materialistic and cultural analyses of human-environment relationship, and models that attempt to combine them.",[]
ENVIRON 258 / ASIAN 258. Food and Drink of Asia,(4). (HU). May not be repeated for credit.,"This course uses food and drink as a window into the culture and history of East Asia, South Asia, and Southeast Asia.","['WN 2021 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2320&cgtype=ug&show=20&department=ENVIRON&catalog=258', 'WN 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2270&cgtype=ug&show=20&department=ENVIRON&catalog=258']"
ENVIRON 259 / EARTH 259. Earth's Future and a Resilient Human Society,(4). (NS). (BS). May not be repeated for credit. No credit granted to those who have completed or are enrolled in EARTH 111 or 159.,"Human society needs to prepare for and adapt to a changing environment, growing demands for resources and the impacts of natural processes. Planning this future must reconcile social, economic and cultural expectations, by deploying technological and social solutions as adaptation and mitigation strategies for human communities on regional and global scales.",[]
ENVIRON 262 / EARTH 262. Plants and People,(3). (NS). (BS). May not be repeated for credit.,"This course examines the relationship between plants, people, and the environment; focusing on economically important plants. Plants are important for survival, aesthetic, and environmental purposes and have had significant impacts on human history, society, and environment. Today plants are critical for our future. Topics include foods, fibers, drugs, and ornamentals.","['WN 2021 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2320&cgtype=ug&show=20&department=ENVIRON&catalog=262', 'FA 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2310&cgtype=ug&show=20&department=ENVIRON&catalog=262', 'WN 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2270&cgtype=ug&show=20&department=ENVIRON&catalog=262', 'FA 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2260&cgtype=ug&show=20&department=ENVIRON&catalog=262', 'FA 2018 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2210&cgtype=ug&show=20&department=ENVIRON&catalog=262']"
"ENVIRON 270 / RCIDIV 270. Globalization and its Discontents: Struggles for Food, Water, and Energy",(4). (ID). May not be repeated for credit.,"We will examine sustainable development and globalization through the struggles with food and water scarcity and energy justice. Using lectures, films, discussions, and assignments, this course aims to foster critical thinking about how societies are organized, and to evaluate what we can contribute to the pursuit of a sustainable and just biosphere.","['FA 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2310&cgtype=ug&show=20&department=ENVIRON&catalog=270', 'FA 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2260&cgtype=ug&show=20&department=ENVIRON&catalog=270']"
ENVIRON 277 / CLCIV 277 / HISTORY 277. Environmental History of the Ancient Mediterranean,(3). (HU). May not be repeated for credit.,This course concerns the ecology and environmental history of the Mediterranean during the Greek and Roman Periods. Students will be introduced to the discipline of environmental history through case studies drawn from various regions within the broader Mediterranean basin. Attention will also be given to perceptions of the natural world in ancient literature.,['FA 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2310&cgtype=ug&show=20&department=ENVIRON&catalog=277']
ENVIRON 281 / BIOLOGY 281. General Ecology,"BIOLOGY 171, (172 or 174), & 173; or BIOLOGY 192 & 173; or BIOLOGY 195 & 173; AND a laboratory course in CHEM. (3). (NS). (BS). May not be repeated for credit. No credit granted to those who have completed or are enrolled in EEB 381 or ENVIRON 381.","The course introduces the basic concepts and principles of ecology as applied to the study of individuals, populations, and communities of both plants and animals.","['WN 2021 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2320&cgtype=ug&show=20&department=ENVIRON&catalog=281', 'FA 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2310&cgtype=ug&show=20&department=ENVIRON&catalog=281', 'WN 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2270&cgtype=ug&show=20&department=ENVIRON&catalog=281', 'FA 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2260&cgtype=ug&show=20&department=ENVIRON&catalog=281', 'WN 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2220&cgtype=ug&show=20&department=ENVIRON&catalog=281', 'FA 2018 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2210&cgtype=ug&show=20&department=ENVIRON&catalog=281']"
ENVIRON 284 / EARTH 284. Environmental Geology,"(4). (NS). (BS). May not be repeated for credit. No credit granted to those who have completed GEOSCI 148, and no credit granted to those who have completed or are enrolled in EARTH 148. Those with credit for GEOSCI 147 or EARTH 147 may elect EARTH 284 or ENVIRON 284 for only 3 credits.","Deals with interactions between people and Earth.  It begins with an introduction to geologic materials and processes and goes on to specific topics such as soil, surface and groundwater, natural hazards (volcanism, landslides, earthquakes, floods, coastal processes), geomedicine, and waste disposal.",[]
"ENVIRON 290. Food:  The Ecology, Economics, and Ethics of Growing and Eating",(3). (ID). May not be repeated for credit.,"Food systems have environmental, economic, ethical, and political dimensions. They intersect with health, ecological resilience, security, justice, and democracy. The course examines patterns of food production and consumption via histories, case studies and personal accounts, across cultures and across time. Special attention is paid to the possibilities for sustainability and equity.",['FA 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2260&cgtype=ug&show=20&department=ENVIRON&catalog=290']
ENVIRON 300. Special Problems and Research,Consent of instructor required. (1 - 4). (INDEPENDENT). May be repeated for a maximum of 8 credits.,Independent study covering different resource issues. Maximum of eight hours to be counted toward degree requirements.,"['WN 2021 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2320&cgtype=ug&show=20&department=ENVIRON&catalog=300', 'SU 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2300&cgtype=ug&show=20&department=ENVIRON&catalog=300', 'SS 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2290&cgtype=ug&show=20&department=ENVIRON&catalog=300', 'SP 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2280&cgtype=ug&show=20&department=ENVIRON&catalog=300', 'WN 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2270&cgtype=ug&show=20&department=ENVIRON&catalog=300', 'SU 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2250&cgtype=ug&show=20&department=ENVIRON&catalog=300', 'SS 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2240&cgtype=ug&show=20&department=ENVIRON&catalog=300', 'SP 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2230&cgtype=ug&show=20&department=ENVIRON&catalog=300', 'WN 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2220&cgtype=ug&show=20&department=ENVIRON&catalog=300']"
"ENVIRON 301 / HISTART 301. Nature, Culture and Landscape",Junior/Senior/permission of instructor. (3). (HU). May not be repeated for credit.,"This course examines human landscape interventions throughout Western history within a series of spatial archetypes that embody various layers of the human/nature dialectic.  Focus is on the interplay of cultural beliefs, values, social realities and artistic expressions within the medium of landscape and their impact in contemporary environmental perception.",[]
ENVIRON 302. Topics in Environmental Social Science,(1 - 4). (SS). May be repeated for a maximum of 12 credits.,This special topics course seeks to examine environmental problems and issues from a social science perspective. Specific topics will vary by term.,"['WN 2021 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2320&cgtype=ug&show=20&department=ENVIRON&catalog=302', 'FA 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2310&cgtype=ug&show=20&department=ENVIRON&catalog=302', 'WN 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2270&cgtype=ug&show=20&department=ENVIRON&catalog=302', 'WN 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2220&cgtype=ug&show=20&department=ENVIRON&catalog=302']"
ENVIRON 303. Topics in Environmental Natural Science,(1 - 4). (NS). (BS). May be repeated for a maximum of 12 credits.,This special topics course seeks to examine environmental problems and issues from a natural science perspective. Specific topics will vary by term.,['SU 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2300&cgtype=ug&show=20&department=ENVIRON&catalog=303']
ENVIRON 304. Topics in Culture and Environment,(1 - 4). (HU). May be repeated for a maximum of 12 credits.,This special topics course seeks to examine environmental problems and issues from a humanities perspective. Specific topics will vary by term.,"['FA 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2310&cgtype=ug&show=20&department=ENVIRON&catalog=304', 'WN 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2270&cgtype=ug&show=20&department=ENVIRON&catalog=304', 'FA 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2260&cgtype=ug&show=20&department=ENVIRON&catalog=304', 'FA 2018 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2210&cgtype=ug&show=20&department=ENVIRON&catalog=304']"
ENVIRON 305. Interdisciplinary Environmental Topics,(1 - 4). (ID). May be repeated for a maximum of 12 credits.,This special topics course seeks to examine environmental problems and issues from an interdisciplinary perspective. Specific topics will vary by term.,"['FA 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2310&cgtype=ug&show=20&department=ENVIRON&catalog=305', 'WN 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2270&cgtype=ug&show=20&department=ENVIRON&catalog=305', 'FA 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2260&cgtype=ug&show=20&department=ENVIRON&catalog=305', 'WN 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2220&cgtype=ug&show=20&department=ENVIRON&catalog=305', 'FA 2018 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2210&cgtype=ug&show=20&department=ENVIRON&catalog=305']"
ENVIRON 306. Global Water,(3). (SS). May not be repeated for credit.,"This course examines a critical environmental issue of the 21st century:  freshwater scarcity, an issue that intersects with other environmental, economic and political issues such as food, biodiversity, trade, international security, and global justice.  Questions are raised concerning international cooperation, local-global interactions, collective action, sustainability, development, trade, North-South relations, equity, and diplomatic practice.","['FA 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2310&cgtype=ug&show=20&department=ENVIRON&catalog=306', 'FA 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2260&cgtype=ug&show=20&department=ENVIRON&catalog=306', 'FA 2018 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2210&cgtype=ug&show=20&department=ENVIRON&catalog=306']"
ENVIRON 307 / POLSCI 309. Theoretical Perspectives on Environmental Change,POLSCI 101. (3 - 4). (SS). May be elected twice for credit.,This course draws upon concepts from Western political theory to examine the political and ethical issues posed by environmental change.,[]
ENVIRON 308. Sustainability and Health,(3). (SS). May not be repeated for credit.,"This course explores how the environment influences health and well-being.  In order to tackle this complex topic the physical, psychological, and social dimensions of health are considered.  The course then explores how issues like climate change, materialism, and sprawl might impact health and the potential benefits associated with sustainable lifestyles.","['FA 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2310&cgtype=ug&show=20&department=ENVIRON&catalog=308', 'FA 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2260&cgtype=ug&show=20&department=ENVIRON&catalog=308', 'FA 2018 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2210&cgtype=ug&show=20&department=ENVIRON&catalog=308']"
"ENVIRON 309 / EARTH 309. GIS Explorations of the Past, Present, and Future","General computer experience is required, including word processing, spreadsheets, and presentations. (3). (ID). (BS). May not be repeated for credit. No credit granted to those who have completed or are enrolled in ENVIRON 339: GIS Explorations: Past, Present and Future at the University of Michigan Biological Station (UMBS).","This course uses geographic information systems (GIS) to help understand and analyze environmental problems as well as spatial questions in the natural sciences, social sciences, and humanities. A hands-on approach is used to demonstrate GIS principles using a wide variety of examples. .","['FA 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2260&cgtype=ug&show=20&department=ENVIRON&catalog=309', 'FA 2018 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2210&cgtype=ug&show=20&department=ENVIRON&catalog=309']"
ENVIRON 310. Toxicology: The Study of Environmental Chemicals and Disease,BIOLOGY 162 or 172. (3). (NS). (BS). May not be repeated for credit.,"Explores the relationship between environmental chemical exposures and adverse health consequences, examining factors that determine and influence toxicity and exploring the role of chemical exposure in the etiology of specific diseases.","['WN 2021 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2320&cgtype=ug&show=20&department=ENVIRON&catalog=310', 'WN 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2270&cgtype=ug&show=20&department=ENVIRON&catalog=310', 'WN 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2220&cgtype=ug&show=20&department=ENVIRON&catalog=310']"
"ENVIRON 311 / EEB 320. Rivers, Lakes, and Wetlands:  Introduction to Aquatic Ecosystems","One course in BIOLOGY or permission of instructor. (4). (NS). (BS). May not be repeated for credit. No credit granted to those who have completed or are enrolled in ENVIRON 331/EEB 321 (Rivers, Lakes and Wetlands).","Field and lecture based introduction to the scientific study of rivers, lakes, and wetlands.  Introduces basic physical/chemical/biological concepts and techniques; emphasized ecological literacy and seeks to develop interpretive skills and reasoning.  Includes overview of aquatic fauna and flora, and a survey of the ecology of major types of rivers and streams, lakes, wetlands, and ocean estuaries.  Interactions between the hydrological cycle, the landscape, and human activities provide the basic theme around which ecosystem presentations are organized.  Lab sections develop basic chemical and biological identification skills during the first half of the course; the second half focuses on weekly field trips to representative ecosystems and their ecological evaluation.",[]
ENVIRON 312 / POLSCI 380 / PUBPOL 312. Environmental Politics and Policy,(3). May not be repeated for credit.,"This course is an advanced offering on environmental politics and the environmental policy-making process.  The course will consider both processes of policy formation and implementation, placing particular emphasis on the development of alternatives to conventional regulatory practices at federal, state, and local levels of government.","['FA 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2310&cgtype=ug&show=20&department=ENVIRON&catalog=312', 'FA 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2260&cgtype=ug&show=20&department=ENVIRON&catalog=312', 'FA 2018 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2210&cgtype=ug&show=20&department=ENVIRON&catalog=312']"
ENVIRON 314. Food Literacy for All,"No credit is granted to those who have completed ENVIRON 305 ""Food Literacy for All"" (Topic #5). (Prerequisites enforced at registration.) (2). (ID). May not be repeated for credit.","This course offers a unique opportunity for student to gain an interdisciplinary overview of crises and opportunities in today's food system through a weekly lecture series bringing high-profile speakers to campus from diverse sectors: academia, grassroots movements, public health, farming, and more.  This course is designed as an academic-community partnership.","['WN 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2270&cgtype=ug&show=20&department=ENVIRON&catalog=314', 'WN 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2220&cgtype=ug&show=20&department=ENVIRON&catalog=314']"
ENVIRON 315 / EEB 315. The Ecology and Evolution of Infectious Diseases,"BIOLOGY 100; or BIOLOGY 171, (172 or 174) & 173; or BIOLOGY 195 & 173. (3). (NS). (BS). May not be repeated for credit.","This course introduces the population ecology and evolution of parasites and disease-causing agents impacting human, animal, and plant health.  The emphasis will be on patterns of temporal change and spatial spread at the population level.  Main themes include the impact of environmental change, particularly in climate, on infectious diseases, the connection between biodiversity and health, the role of disease in conservation, and the co-evolution of hosts and parasites.",[]
ENVIRON 316 / EEB 316 / RCIDIV 316. Introduction to Food Systems,Consent of instructor required. (3). (ID). May not be repeated for credit.,"The course introduces the ecology of agricultural ecosystems; the cultural and environmental history of food production, and the current ecological and socio-economic crises in food and agriculture, especially as they affect biodiversity and the sustainability of rural and urban communities.",[]
ENVIRON 317. Conservation of Biological Diversity,(3). (NS). (BS). May not be repeated for credit.,"Overview of historic and present-day causes of species extinction, and of biological principles central to species conservation and sustainable management of ecosystems. Topics covered include episodes of extinction and diversification over earth history; geographic distribution strategies; and sustainable use of ecosystems. Weekly recitation sections discuss material from lectures, assigned readings and films, and perform computer and gaming simulations.","['FA 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2310&cgtype=ug&show=20&department=ENVIRON&catalog=317', 'FA 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2260&cgtype=ug&show=20&department=ENVIRON&catalog=317']"
"ENVIRON 318 / EEB 318 / RCIDIV 318. Food, Land, and Society","One year of college-level Biology, Environmental Science or Environmental Studies; General Ecology recommended. (4). (ID). May not be repeated for credit. W.","The course introduces the ecology of agricultural ecosystems; thee cultural and environmental history of food production, especially in Michigan; and the current ecological and socio-economic crises in agriculture, especially as they affect biodiversity and the sustainability of rural communities.",[]
"ENVIRON 320. Environmental Journalism:  Reporting About Science, Policy, and Public Health",Completion of First-Year Writing Requirement. (3). (ID). May not be repeated for credit.,"This course give students the basic research and writing skills to cover emerging issues related to the environment and public health.  Students learn to produce journalistic writing, which differs markedly from academic writing.  The emphasis is on communicating to a wide audience.  Students also become more savvy news consumers","['WN 2021 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2320&cgtype=ug&show=20&department=ENVIRON&catalog=320', 'FA 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2310&cgtype=ug&show=20&department=ENVIRON&catalog=320', 'WN 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2270&cgtype=ug&show=20&department=ENVIRON&catalog=320', 'FA 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2260&cgtype=ug&show=20&department=ENVIRON&catalog=320', 'WN 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2220&cgtype=ug&show=20&department=ENVIRON&catalog=320', 'FA 2018 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2210&cgtype=ug&show=20&department=ENVIRON&catalog=320']"
ENVIRON 321. Climate Change and Adaptation,(3). (SS). May not be repeated for credit.,"Climate change is the greatest environmental and development challenge facing the world. Course will introduce students to the following: human dimensions of global climate change; key concepts and examples related to impacts, mitigation, vulnerability, resilience, and adaptation; and how government, civil society, and market actors can jointly solve climate problems related to migration, public health, and urbanization.","['WN 2021 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2320&cgtype=ug&show=20&department=ENVIRON&catalog=321', 'WN 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2220&cgtype=ug&show=20&department=ENVIRON&catalog=321']"
ENVIRON 324 / POLSCI 323. Introduction to Water Law and Policy,"Previous course in Environment, Political Science, or Public Policy. (3). (SS). May not be repeated for credit.","This course will survey the history, politics and cultural contexts that inform United States water law and policies of prior appropriation, riparian, federal reserve, and groundwater rights. In addition, the course will examine the role of population growth, energy and climate change in formulating current and future water policy.","['WN 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2270&cgtype=ug&show=20&department=ENVIRON&catalog=324', 'WN 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2220&cgtype=ug&show=20&department=ENVIRON&catalog=324']"
ENVIRON 325 / EARTH 325. Environmental Geochemistry,EARTH/ENVIRON 131 or CHEM 130. (Prerequisites enforced at registration.) (4). (NS). (BS). May not be repeated for credit.,"This course deals with the geochemistry of our environment.  It focuses on the geochemistry of the lithosphere, hydrosphere and atmosphere and the ways in which they affect the biosphere.  Applications of these principles to present-day problems in environmental geochemistry are discussed.","['WN 2021 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2320&cgtype=ug&show=20&department=ENVIRON&catalog=325', 'FA 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2310&cgtype=ug&show=20&department=ENVIRON&catalog=325', 'SU 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2300&cgtype=ug&show=20&department=ENVIRON&catalog=325', 'WN 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2270&cgtype=ug&show=20&department=ENVIRON&catalog=325', 'WN 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2220&cgtype=ug&show=20&department=ENVIRON&catalog=325']"
ENVIRON 329 / ENGLISH 329. Environmental Writing and Great Lakes Literature,Consent of department required. (5 in the half-term). (HU). May not be repeated for credit.,"This course explores some classic examples of nature writing from the Great Lakes region (fiction, non-fiction, and poetry). It takes advantage of the resources of the Biological Station--habitat, trails and lake to stimulate written responses that are descriptive, narrative, and researched.",[]
"ENVIRON 331 / EEB 321. Rivers, Lakes, and Wetlands: Introduction to Aquatic Ecosystems (UMBS)","Consent of department required. One course in BIOLOGY. (5 in the half-term). (NS). (BS). May not be repeated for credit. No credit granted to those who have completed or are enrolled in ENVIRON 311/EEB 320 (Rivers, Lakes and Wetlands).","Field and lecture based introduction to the scientific study of rivers, lakes, and wetlands. Introduces basic physical/chemical/biological concepts and techniques; emphasized ecological literacy and seeks to develop interpretive skills and reasoning. Includes overview of aquatic fauna and flora, and a survey of the ecology of major types of rivers and streams, lakes, wetlands, and ocean estuaries. Interactions between the hydrological cycle, the landscape, and human activities provide the basic theme around which ecosystem presentations are organized. Lab sections develop basic chemical and biological identification skills during the first half of the course; the second half focuses on weekly field trips to representative ecosystems and their ecological evaluation.",[]
ENVIRON 333 / EARTH 333. The Inexhaustible Seas?  Marine Resources and Environmental Issues,"EARTH (GEOSCI) 116, 119, 125, 120, 222, or 284. (4). (NS). (BS). May not be repeated for credit. No credit granted to those who have completed GEOSCI 154, and no credit granted to those who have completed or are enrolled in EARTH 154.","This course explores the mineral, energy and food resources of the ocean and environmental impacts that arise from the exploitation of these resources. We discuss conflicts in our competing uses of the ocean and its resources. We also examine both the popular and scientific literature surrounding these issues.","['FA 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2310&cgtype=ug&show=20&department=ENVIRON&catalog=333', 'FA 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2260&cgtype=ug&show=20&department=ENVIRON&catalog=333', 'WN 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2220&cgtype=ug&show=20&department=ENVIRON&catalog=333']"
"ENVIRON 335 / AAS 322. Introduction to Environment Politics:  Race, Class, and Gender",(4; 3 in the half-term). (SS). (R&E). May not be repeated for credit.,"This course analyzes the development of political action from the 1860s to the present.  It will analyze the role of race, gender, and class in defining environmental issues and environmental action.","['FA 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2310&cgtype=ug&show=20&department=ENVIRON&catalog=335', 'FA 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2260&cgtype=ug&show=20&department=ENVIRON&catalog=335', 'FA 2018 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2210&cgtype=ug&show=20&department=ENVIRON&catalog=335']"
ENVIRON 337 / RCHUMS 337. Children Under Fire: Narratives of Sustainability,(3). (HU). May not be repeated for credit.,"This seminar examines how children in crisis are portrayed in picture books, Y/A fiction, fairy tales, and film. How are they represented as killers or consumers, soldiers or refugees? Do empire, frontier and classic war stories still influence narratives today? How do gender, family resilience, and terrorism figure in stories?","['WN 2021 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2320&cgtype=ug&show=20&department=ENVIRON&catalog=337', 'FA 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2260&cgtype=ug&show=20&department=ENVIRON&catalog=337']"
"ENVIRON 339. GIS Explorations of the Past, Present, and Future (UMBS)","Consent of department required. (5 in the half-term). (ID). (BS). May not be repeated for credit. No credit granted to those who have completed or are enrolled in ENVIRON/Earth 309 (GIS Explorations: Past, Present and Future).","In this course, you will learn the basic concepts and functions of GIS - data capture, editing, processing, and display. You will use it both for analysis - to discover trends and outliers in your data - as well as for presenting data visually in mapping format in ways that deliver actionable insights for decision-making.",['SP 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2230&cgtype=ug&show=20&department=ENVIRON&catalog=339']
